player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Dante Dowdell,174131,HB,NEBRASKA,12,143,18,4,15.1,92,0,610,1,0,18,393,33,16,56,238,2,78,68.4,78.2,84.3,,46.7,49.9,79.4,58.6,38,0,21,7,70,168,0,0,8,150,12,610,393,2.75,4.3,0.3,59
Ty Son Lawton,78578,HB,INDIANA,13,141,23,10,29,194,0,668,0,4,23,406,50.8,18,39,190,0,58,90.1,74.9,84,46.8,22.1,69,77,59.8,29,0,124,12,118,175,0,0,14,153,12,668,406,2.88,4.7,1.05,80
LaNorris Sellers,174326,QB,S CAROLINA,12,141,47,7,24.4,208,0,435,0,0,22,187,48.6,26,46,289,11,50,25.5,76.6,63.2,70.6,,,73.8,60.2,75,8,0,0,0,363,417,49,0,92,7,852,581,4.12,6,,21
Caden Durham,184449,HB,LSU,12,141,28,10,41.8,314,0,752,2,6,28,490,70.3,17,33,211,0,44,90,73.6,84.7,,13.2,68.8,76.8,58.8,86,1,261,27,144,148,0,0,31,168,6,752,490,3.48,5.3,1.81,94
Gavin Williams,129488,HB,N ILLINOIS,13,139,24,8,29.8,226,0,758,1,3,24,390,46.2,21,33,254,2,55,69.5,71.7,87.5,,56.8,64.3,74.6,53.3,71,0,145,25,219,208,0,0,35,164,4,758,390,2.81,5.5,0.66,78
Michael Benefield,109080,HB,KENNESAW,12,138,16,6,33,179,0,542,2,2,16,345,31.3,12,27,200,0,108,89.9,70.2,88.7,,75.6,47,72.2,51,59,0,23,6,65,218,0,0,9,144,5,542,345,2.5,3.9,0.35,30
Dylan Carson,173850,FB,AIR FORCE,10,138,11,4,17.2,103,0,600,0,0,11,349,20.2,9,36,101,1,46,78.8,68.2,89,,67.7,53.8,70.1,45.5,50,0,0,0,16,278,0,0,0,138,5,600,349,2.53,4.3,0,1
Brendon Lewis,131687,QB,NEVADA,12,138,43,11,26.2,247,0,653,0,0,31,359,98.1,40,59,239,7,59,50.8,90.1,89.1,79.3,81.4,72.4,85.4,60.5,67,2,18,1,4,368,289,32,1,107,8,942,505,3.66,6.8,4.5,21
Amari Daniels,146991,HB,TEXAS A&M,12,138,16,6,33.3,217,0,652,0,0,16,457,36.5,13,41,312,0,66,90,77,84.3,,47.4,53.2,80.2,59.5,71,0,60,7,114,189,0,0,10,145,8,652,457,3.31,4.7,0.53,72
LJ Martin,175035,HB,BYU,10,137,38,9,25.9,187,0,721,0,2,38,468,93,23,49,128,3,42,67.6,79.7,44.4,,54.7,58.9,82.9,62.1,39,1,98,10,130,194,0,0,15,147,7,721,468,3.42,5.3,0.75,93
Wayshawn Parker,184224,HB,WASH STATE,12,136,35,9,43.9,321,0,731,3,2,35,467,86.4,20,28,341,1,53,78.6,75.1,84.9,,72.4,50.1,79.4,58.5,75,0,108,11,166,170,0,0,15,147,4,731,467,3.43,5.4,0.65,80
Devin Mockobee,145111,HB,PURDUE,12,136,41,8,35.5,246,0,692,2,4,41,470,101.6,19,27,273,2,45,68.4,71.5,84.8,,36.7,59.7,76.5,48.5,63,0,170,17,166,165,0,0,22,153,4,692,470,3.46,5.1,1.02,85
Jaydon Blue,157303,HB,TEXAS,15,135,37,9,39.6,288,0,728,5,15,37,517,113.1,13,36,311,5,59,42.2,73.1,86.3,,39.8,64.7,76.7,56.7,77,0,365,41,229,163,0,0,58,176,8,728,517,3.83,5.4,1.59,68
Ky Thomas,129669,HB,KENT STATE,11,135,46,7,30.9,166,0,538,0,5,46,437,113.9,17,28,201,3,57,56.1,71.2,39.4,,69.8,61.2,72.2,52.7,38,1,51,10,102,167,0,0,12,145,1,538,437,3.24,4,0.5,77
Roman Hemby,144891,HB,MARYLAND,12,134,26,7,29.2,177,0,607,1,10,26,399,61.6,15,37,215,0,61,89.8,71.5,86.7,,39.2,66.6,75.2,66.9,75,0,276,40,272,181,0,0,46,174,6,607,399,2.98,4.5,1.01,72
Jadan Baugh,184417,HB,FLORIDA,13,133,32,9,34.3,230,0,670,0,0,32,427,75,20,37,163,1,37,79.1,81.8,85.8,,67.2,57.7,82.1,58.4,55,0,33,4,87,152,0,0,7,137,7,670,427,3.21,5,0.38,96
Nate Frazier,191146,HB,GEORGIA,13,133,21,8,24.9,166,0,668,2,3,21,374,46.5,17,37,173,3,51,55.7,79.7,29.9,,65.8,42.6,84.2,56.5,40,1,85,12,110,155,0,0,15,145,8,668,374,2.81,5,0.77,82
Braylon Braxton,144442,QB,MARSHALL,11,133,29,7,24,159,0,496,0,0,17,331,44.9,23,41,214,2,49,64.4,81.2,87.2,77.6,,,70.9,60,35,2,0,0,0,319,167,21,0,112,4,663,454,3.41,5,,32
Kay'Ron Lynch-Adams,101643,HB,MICH STATE,12,133,47,8,31.4,204,1,649,0,3,47,439,111.5,18,35,223,0,43,79,80.7,85.9,,39.2,68.2,82.7,55.5,63,1,85,15,134,155,0,0,19,148,2,649,439,3.3,4.9,0.63,89
Braydon Bennett,122318,HB,COAST CAR,11,132,39,11,39,308,0,789,2,10,39,519,123.5,21,40,141,0,58,89.5,80.4,48,59.4,48.4,72.5,84.4,47.1,67,1,179,24,160,206,0,0,30,156,11,789,519,3.93,6,1.12,74
Ashton Daniels,157259,QB,STANFORD,11,131,24,8,31.4,252,0,521,0,0,15,313,56.7,26,34,300,7,53,46.6,71.7,87.4,65.5,,60,71.2,60,67,0,0,0,1,239,281,40,0,91,3,802,444,3.39,6.1,0,20
Henry Parrish Jr.,124144,HB,OLE MISS,9,130,20,11,34.9,236,0,677,1,2,20,386,45.1,22,42,226,1,81,78.1,69.4,85.4,,42.4,46.6,78.1,31.2,42,0,82,15,172,162,0,0,20,145,10,677,386,2.97,5.2,0.48,48
Taylen Green,145996,QB,ARKANSAS,13,129,41,6,16.2,133,0,409,0,0,20,234,60.4,32,49,111,12,59,45.1,86.6,65.6,79.2,,,81.2,60,41,6,0,0,0,371,414,41,0,88,8,823,453,3.51,6.4,,16
Demie Sumo-Karngbaye,144006,HB,KENTUCKY,11,129,32,3,8.9,52,0,586,1,10,32,409,89.4,15,36,202,2,61,68.3,78.3,86.6,,64.6,59,84.5,58.8,22,0,154,20,194,231,0,0,24,149,5,586,409,3.17,4.5,0.79,68
Cartevious Norton,157582,HB,CHARLOTTE,12,128,39,5,27.7,140,0,505,0,1,39,434,102.7,14,30,136,1,97,77.3,73.2,84.2,,63.3,48,77.8,58.7,62,0,28,4,137,137,0,0,6,132,7,505,434,3.39,3.9,0.2,30
Jalen Buckley,163158,HB,W MICHIGAN,10,127,23,11,35.3,243,0,688,1,7,23,446,74.2,18,45,347,0,36,89.3,80,83.7,,67.9,62.1,80.8,53,61,0,112,15,88,147,0,0,19,142,9,688,446,3.51,5.4,1.27,91
Donovan Edwards,144917,HB,MICHIGAN,12,127,17,7,29.9,177,0,592,0,4,17,363,41.1,11,28,222,3,74,55.3,73.2,84.5,76.2,30.9,68.7,73.2,65.8,41,0,80,19,142,154,0,0,22,146,4,592,363,2.86,4.7,0.56,53
Cam Porter,129732,HB,NWESTERN,11,126,23,2,12,60,1,501,2,4,23,379,54.5,14,36,256,2,34,66.6,68.6,85.8,,42.1,61.9,71.4,53,44,1,171,23,148,164,0,0,27,149,6,501,379,3.01,4,1.16,92
Robert Henry Jr.,174094,HB,UTSA,11,126,33,8,48.9,340,0,696,1,5,33,424,87,13,27,331,3,51,66.7,71.2,85,,25.1,62.3,75.4,56.3,88,0,197,21,183,147,0,0,29,147,7,696,424,3.37,5.5,1.08,74
Connor Walendzak,171392,HB,TOLEDO,13,126,20,3,17.2,79,0,459,2,1,20,342,40.7,9,22,316,1,58,77.5,66.2,84.6,,76.4,49.6,68,64.8,32,0,77,14,153,155,0,0,20,140,1,459,342,2.71,3.6,0.5,67
Rodrigues Clark,101068,HB,SO MISS,12,124,18,10,42.4,254,0,599,1,5,18,402,54.4,16,26,296,1,61,77.6,71.6,85.4,,74.6,57.5,73.8,47.8,49,0,51,13,116,178,0,0,18,137,1,599,402,3.24,4.8,0.44,63
T.J. Harden,162457,HB,UCLA,12,124,13,8,36.2,183,0,505,0,15,13,365,50.3,14,26,324,1,27,79,71,48.5,,23.2,89.1,69.9,57,40,1,368,40,225,159,0,0,45,164,2,505,365,2.94,4.1,1.64,96
Abu Sama III,174686,HB,IOWA STATE,14,123,37,9,43.1,251,0,583,1,3,37,455,113,18,23,193,2,65,65,65.8,84.4,,17,54.2,69.8,57.2,77,0,58,8,127,143,0,0,10,131,2,583,455,3.7,4.7,0.46,58
Billy Lucas,109083,HB,LIBERTY,11,123,21,11,38.3,277,0,723,1,1,21,366,51.1,21,34,206,0,63,89.1,72.2,84.9,,67.9,50.9,73.4,56.6,55,0,51,5,76,171,0,0,7,128,5,723,366,2.98,5.9,0.67,60
Haynes King,124329,QB,GA TECH,11,123,17,10,39.2,228,0,531,0,0,13,271,25.7,22,45,176,8,82,51.8,85.9,88.1,81,62.2,,74.4,60.1,30,0,0,0,0,357,50,6,0,117,11,581,323,2.63,4.7,,10
Alex Tecza,162587,FB,NAVY,13,123,24,4,21.6,125,0,579,1,0,24,380,54.5,12,30,237,1,52,77.3,76.4,88.2,72.6,69.6,66.5,75.1,65.8,65,0,230,13,69,335,0,0,15,136,8,579,380,3.09,4.7,3.33,18
Jovantae Barnes,158085,HB,OKLAHOMA,9,122,21,6,29.5,170,0,577,1,2,21,417,56.6,15,32,261,1,53,77.3,68.2,42.9,,45.9,57,72.4,56,74,1,119,17,147,160,0,0,19,139,5,577,417,3.42,4.7,0.81,69
Quentin Hayes,186423,QB,AIR FORCE,10,122,17,8,32,166,0,474,0,0,17,246,31.9,17,48,101,5,31,44.7,85.1,85.8,64.8,,89.9,81,60,30,0,29,1,3,382,44,8,2,115,7,518,259,2.12,4.2,9.67,7
Trevor Etienne,157730,HB,GEORGIA,10,122,28,7,31,187,0,603,1,14,28,419,93.7,17,35,173,2,49,67,82.5,85.2,,61.2,68.4,86.7,56.6,48,0,194,32,188,150,0,0,33,154,9,603,419,3.43,4.9,1.03,72
Kelley Joiner Jr.,101124,HB,USF,13,121,22,14,56.8,454,0,799,1,4,22,367,61.1,21,34,327,0,65,89,79.8,83.7,,67.7,56.6,82.8,48.5,54,0,51,8,107,150,0,0,12,129,12,799,367,3.03,6.6,0.48,55
Jadarian Price,156985,HB,NOTRE DAME,16,121,27,15,58.3,434,0,744,0,0,27,545,97.3,22,28,258,1,42,76.4,76.4,83.6,,46.3,51.1,80.4,51.6,70,0,10,4,96,163,0,0,6,125,7,744,545,4.5,6.1,0.1,74
Elijah Gilliam,73621,HB,FRESNO ST,13,121,18,3,13.6,62,0,457,0,10,18,266,40.2,9,30,169,1,22,77.7,70.8,85.1,,45.8,68.9,72.1,57.1,24,0,216,32,167,144,0,0,35,153,8,457,266,2.2,3.8,1.29,99
Dawson Pendergrass,174637,HB,BAYLOR,13,121,21,7,37.6,252,0,671,1,7,21,399,69.9,14,33,118,1,55,76.9,79,82.9,,63.7,61.5,80.5,63.9,55,0,103,11,120,135,0,0,14,132,6,671,399,3.3,5.5,0.86,66
Le'Veon Moss,158664,HB,TEXAS A&M,9,121,25,11,39,298,0,765,3,3,25,533,94.2,16,37,312,2,57,65.4,76.4,83.4,,16,42,82,56.5,75,0,140,10,90,159,0,0,17,131,10,765,533,4.4,6.3,1.56,64
CJ Hester,171398,HB,UMASS,11,120,25,6,22,118,0,536,1,4,25,373,67.3,15,34,216,0,26,88.8,70.1,83,,61.1,59.1,71.7,57,24,0,67,14,122,168,0,0,18,134,4,536,373,3.11,4.5,0.55,94
Qua Ashley,160363,HB,KENNESAW,12,120,25,3,25.5,103,1,404,4,11,25,323,65,7,17,200,1,91,67.9,65.6,88.9,60,40.8,65.3,67.7,56,60,1,257,29,159,183,0,0,41,149,1,404,323,2.69,3.4,1.62,25
Jackson Arnold,173684,QB,OKLAHOMA,10,118,18,6,23.9,156,0,363,0,0,6,190,19.7,24,34,261,10,47,34.6,63.2,87.8,57.7,81.4,77,65.6,60.1,47,1,16,2,4,285,290,43,2,77,3,653,417,3.53,5.5,4,18
Noah Whittington,123472,HB,OREGON,14,118,25,11,41.5,224,0,540,2,8,25,349,68.7,13,28,264,1,59,66.6,72.2,85.1,,30.6,54.7,78.3,63.3,28,0,136,24,176,152,0,0,30,142,6,540,349,2.96,4.6,0.77,58
Josh McCray,144799,HB,ILLINOIS,13,117,19,7,35.5,216,0,608,0,1,19,380,50,17,39,187,2,47,64.3,83,85.2,,79.4,59.6,84.5,62.2,60,0,116,13,104,145,0,0,15,130,10,608,380,3.25,5.2,1.12,67
Mel Brown,169178,HB,UCONN,13,117,27,10,46.2,307,0,664,1,3,27,441,89.7,17,26,146,1,21,77.9,70.9,26.9,,81.9,62.2,71.5,54.5,52,1,94,9,105,138,0,0,13,126,2,664,441,3.77,5.7,0.9,94
Josh Williams,99171,HB,LSU,13,117,24,6,24.5,118,0,482,3,15,24,345,77.7,12,32,211,0,36,88.6,68.5,85.2,,19.3,62.2,75.3,69.7,23,0,263,31,226,132,0,0,38,148,6,482,345,2.95,4.1,1.16,80
Emmett Johnson,156473,HB,NEBRASKA,13,117,30,7,30.3,181,0,597,0,11,30,384,86.3,13,29,238,2,43,66.4,72.2,85.2,,8.3,75.2,78.3,38.1,42,0,287,39,207,134,0,0,41,156,1,597,384,3.28,5.1,1.39,73
Savion Red,163857,HB,NEVADA,12,117,32,10,47.1,319,0,677,1,7,32,367,92.7,20,33,239,2,44,64.5,72.6,84.6,,62.6,62.7,73,60.1,69,0,71,15,97,183,0,0,19,132,8,677,367,3.14,5.8,0.73,71
Garrett Greene,123420,QB,W VIRGINIA,11,117,32,12,30.5,259,0,451,0,0,17,304,82.8,33,43,343,10,37,51.8,83,80.4,74.4,,55,80.6,60,56,1,0,0,1,366,398,38,0,79,6,849,482,4.12,7.3,0,12
Cam Cook,173133,HB,TCU,12,116,33,4,16.1,73,0,454,2,2,33,280,62.6,14,38,305,2,51,64.5,64.9,43.1,,45.9,50.9,69.9,61.6,19,1,83,19,177,147,0,0,22,135,9,454,280,2.41,3.9,0.47,60
Jaylen Raynor,172203,QB,ARK STATE,13,116,38,5,19.8,111,0,259,0,0,22,198,90.2,17,32,113,6,27,78.5,76.4,89.7,72.5,,87.9,68.8,60,40,0,11,1,1,365,303,47,1,70,3,562,420,3.62,4.8,11,18
Jaydn Ott,158325,HB,CAL,10,116,12,7,49.9,192,0,385,1,2,12,225,19.4,9,23,130,0,75,88.7,68.5,49.3,,54,64.3,70.8,60.1,53,2,222,24,187,152,0,0,30,140,4,385,225,1.94,3.3,1.19,40
Nate Carter,147376,HB,MICH STATE,12,116,27,5,33.9,169,0,499,3,2,27,370,69,14,33,223,0,46,88.6,70.1,45.8,,42.3,57.7,75.5,53.2,60,1,173,18,184,165,0,0,24,134,5,499,370,3.19,4.3,0.94,70
Kobe Pace,122155,HB,VIRGINIA,11,116,23,3,16.7,85,0,510,1,5,23,330,58.6,12,31,335,1,27,77.1,71.1,85.6,,26.1,62.9,75,64.4,43,0,184,20,186,172,0,0,27,136,3,510,330,2.84,4.4,0.99,88
Antario Brown,145868,HB,N ILLINOIS,8,115,26,8,37.9,212,0,560,1,5,26,375,82.2,20,28,254,4,53,38.1,68.2,84.6,,70.8,76.8,65.4,55,42,0,204,8,62,134,0,0,9,123,4,560,375,3.26,4.9,3.29,62
C.J. Ogbonna,149182,QB,BUFFALO,13,114,17,4,16.4,72,0,290,0,0,13,170,25.6,15,25,126,11,37,38.2,63.6,66.1,64.9,,57.2,56.6,60,26,4,0,0,0,471,149,21,0,93,8,439,238,2.09,3.9,,35
Ja'Quez Cross,145108,HB,ARK STATE,13,114,12,10,35.2,222,0,631,3,8,12,376,44.3,18,25,113,1,42,78.6,69.7,84.5,,22.5,67.5,73.4,55.6,49,0,228,35,209,148,0,0,45,149,2,631,376,3.3,5.5,1.09,72
Gerald Green,97121,HB,TROY,12,113,22,7,31.6,172,0,544,0,4,22,380,71.7,14,28,318,2,56,62.8,77.4,84.3,,50.2,56.4,80.5,55,51,0,130,9,95,146,0,0,10,122,3,544,380,3.36,4.8,1.37,57
Fluff Bothwell,190075,HB,S ALABAMA,12,113,40,14,51.9,435,0,838,1,1,40,516,149.8,23,39,288,0,82,88.3,91.2,84.2,,87.2,60.8,94,54.7,59,0,90,12,129,142,0,0,15,125,13,838,516,4.57,7.4,0.7,30
Zylan Perry,156734,HB,LA LAFAYET,13,112,26,13,39.7,275,0,693,2,1,26,406,80.2,22,31,207,1,18,76.9,73.6,84,,50.3,45.4,80.4,51.6,30,0,46,10,132,131,0,0,14,122,4,693,406,3.63,6.2,0.35,94
Mark Fletcher Jr.,175374,HB,MIAMI FL,13,112,18,8,30.6,186,0,607,2,7,18,345,63.1,17,40,220,3,80,49.8,75.6,37.9,,66.8,34.7,84.7,73.5,30,1,106,10,158,128,0,0,13,122,9,607,345,3.08,5.4,0.67,30
Jordon Simmons,129634,HB,AKRON,11,112,12,8,38.2,257,0,672,1,7,12,357,45.5,15,31,102,0,12,88.2,73.7,84.3,,23.4,69.3,78.9,58.8,73,0,183,21,202,163,0,0,26,133,2,672,357,3.19,6,0.91,99
Avery Johnson,173108,QB,KANSAS ST,13,111,22,11,35.5,248,0,516,0,0,13,177,29.7,31,42,199,2,51,71.9,81.1,73,72.9,,,80.7,60,33,4,0,0,0,398,183,23,0,88,7,699,265,2.39,6.3,,22
Jalen John,131577,HB,UMASS,10,111,22,9,40.1,234,0,583,0,3,22,353,62.1,13,35,216,1,42,75.8,72.4,83,,47.4,75.5,72.5,50.4,68,0,119,17,93,145,0,0,19,128,5,583,353,3.18,5.3,1.28,69
Zahir Abdus-Salaam,145933,HB,W MICHIGAN,13,111,16,7,31.7,190,0,600,3,7,16,297,43.6,14,33,347,0,43,88.5,73.1,84.4,,21.7,63.1,77.6,58.6,70,0,239,30,150,132,0,0,38,141,3,600,297,2.68,5.4,1.59,68
Alonza Barnett III,156710,QB,JAMES MAD,12,110,24,8,35.2,235,1,450,0,0,14,233,52.3,21,38,197,12,39,42.8,68.6,80.9,65.4,,55.9,65.4,60.4,50,4,0,0,1,380,217,31,0,79,7,667,397,3.61,6.1,0,24
Ethan Vasko,163817,QB,COAST CAR,12,110,13,5,22.1,101,0,355,0,0,10,211,22.4,15,38,141,7,33,78.1,84.2,78.9,78.2,62.2,51.6,76.3,60,29,3,0,0,2,371,101,13,1,97,5,456,268,2.44,4.1,0,37
Jordan Houston,99592,HB,MARSHALL,13,110,15,5,24.4,144,0,590,1,3,15,382,50.4,15,28,214,1,24,76.5,70.5,84.4,,60.4,53.6,75.1,53.3,45,0,173,14,128,183,0,0,16,124,2,590,382,3.47,5.4,1.35,86
Omiri Wiggins,183950,HB,LA TECH,13,110,29,8,35.9,189,0,527,4,6,29,376,91.3,13,27,208,1,50,76,67.8,84.9,,44.1,51.8,74.8,44.6,35,0,135,21,169,146,0,0,28,131,4,527,376,3.42,4.8,0.8,60
Lawrance Toafili,122421,HB,FLORIDA ST,12,109,15,2,11.4,52,1,456,4,8,15,315,49.6,13,20,167,2,57,63.7,62.9,52.6,,53.9,56.9,68.2,39.8,28,1,215,25,229,151,0,0,37,134,3,456,315,2.89,4.2,0.94,50
Jaiden Credle,158060,HB,MIDDLE TN,12,109,27,4,28.7,135,0,471,2,4,27,328,68.6,12,19,224,0,46,88,76.3,85.3,,52.4,58,83,65.6,66,0,125,27,157,129,0,0,32,136,4,471,328,3.01,4.3,0.8,57
Cole Snyder,97617,QB,E MICHIGAN,12,109,8,4,17.2,88,0,370,0,0,4,122,8,16,37,160,6,19,56.6,72.9,82.2,73.2,62.2,52.7,60.4,60.1,29,3,0,0,2,385,143,31,0,78,4,513,208,1.91,4.7,0,34
Nay'Quan Wright,98803,HB,USF,13,109,9,7,36.9,185,1,502,1,4,9,300,27.5,12,26,327,1,66,75.7,66.9,38.1,,47.5,66.3,69,51.6,64,2,154,21,131,134,0,0,24,130,8,502,300,2.75,4.6,1.18,43
Marcel Reed,175940,QB,TEXAS A&M,11,108,17,5,14.1,88,1,309,0,0,11,151,39.3,22,30,312,6,36,53.6,68.3,66.9,64.6,,,67.1,60.1,31,5,4,0,0,315,313,43,0,65,7,622,283,2.62,5.8,,15
Johnnie Daniels,184755,HB,MISS STATE,12,108,35,9,36.7,198,0,540,2,1,35,400,114.9,18,27,227,3,39,47.7,70.3,83.2,,59.8,47.4,74.3,68.1,36,0,76,8,129,125,0,0,12,116,4,540,400,3.7,5,0.59,68
Durell Robinson,172220,HB,UCONN,12,107,28,11,43,314,0,731,4,0,28,448,96.9,22,39,146,1,22,74.8,78.1,84.5,,80.1,44.3,84.7,54.8,68,0,75,14,118,143,0,0,19,121,8,731,448,4.19,6.8,0.64,85
Sam Leavitt,175465,QB,ARIZONA ST,13,107,34,4,15.9,80,0,73,0,0,12,122,46.7,21,38,110,0,12,82.6,88.5,74.5,82.2,,57.5,80.1,60.5,40,9,0,0,2,440,429,51,0,56,5,502,311,2.91,4.7,0,17
Davis Bryson,160369,QB,KENNESAW,11,106,13,5,22,86,0,336,0,0,11,152,18.5,16,22,200,8,58,59,57.4,78.7,51.7,,56.7,65.7,60,20,4,0,0,1,370,55,11,0,95,4,391,186,1.75,3.7,0,9
A.J. Turner,156791,HB,MARSHALL,11,104,23,11,54.6,472,0,864,0,1,23,472,97.3,16,30,214,0,26,87.7,87.9,83.3,,78.1,68.1,88.2,54,88,0,68,8,74,161,0,0,8,112,6,864,472,4.54,8.3,0.92,77
Telly Johnson Jr.,188420,HB,N ILLINOIS,6,103,30,6,32.5,156,0,480,0,1,30,331,94.9,12,27,254,2,82,59.3,73.1,84,,59.5,55.2,72.7,57.5,38,0,3,2,41,119,0,0,3,105,4,480,331,3.21,4.7,0.07,21
Kaidon Salter,132046,QB,LIBERTY,11,103,25,8,29.2,201,0,394,0,0,15,215,62.2,25,42,206,13,21,38.1,82,71.2,75.7,,,76.4,60,41,3,0,0,0,429,294,31,0,72,7,688,394,3.83,6.7,,26
Zeon Chriss,156733,QB,HOUSTON,11,101,33,5,32.6,170,0,396,0,1,21,241,80.8,13,26,182,10,42,25.9,60.8,70.7,53.4,,75.6,65.1,60.1,71,1,29,2,3,224,125,21,3,82,4,521,365,3.61,5.2,9.67,22
Christian Washington,163362,HB,COAST CAR,10,101,23,8,43.5,233,0,536,1,0,23,345,74.1,12,24,141,0,29,87.9,77.3,84.4,,60.9,54.7,81.3,54.8,68,0,37,5,95,176,0,0,8,106,5,536,345,3.42,5.3,0.39,72
Montrell Johnson Jr.,147141,HB,FLORIDA,9,100,27,8,44.2,261,0,591,1,3,27,324,86,20,30,163,1,29,73.9,72.6,30.1,,52.7,57.5,76.3,59.6,71,2,64,13,110,117,0,0,16,113,6,591,324,3.24,5.9,0.58,71
Jaivian Thomas,176564,HB,CAL,12,100,17,9,51.4,322,0,626,0,3,17,311,56,15,30,130,1,76,73.7,72.9,85.3,,42.5,53.2,80,61.8,75,0,97,11,165,131,0,0,13,111,7,626,311,3.11,6.3,0.59,23
Colton Joseph,172283,QB,DOMINION,9,100,19,10,35.2,253,0,460,0,0,12,273,61.5,29,39,263,10,14,25.3,67.8,75.2,54.6,,,79.9,60.1,39,1,0,0,0,249,259,27,0,73,11,719,414,4.14,7.2,,43
Jaxson Dart,146409,QB,OLE MISS,13,100,22,4,13.1,85,0,264,0,0,8,139,36.8,28,33,226,3,29,73.3,92.5,65.9,91.9,,56.7,75.3,60.5,35,7,0,0,1,382,384,45,0,55,3,648,312,3.12,6.5,0,10
Antwan Raymond,190489,HB,RUTGERS,10,100,24,6,35.9,164,0,457,2,2,24,311,78.5,15,29,278,0,21,87.5,72.4,81.2,,60.5,43.6,74.7,58.2,65,0,44,3,70,110,0,0,6,103,8,457,311,3.11,4.6,0.63,78
Jaison Patterson,145654,HB,BOWL GREEN,13,99,25,4,22.5,96,0,426,2,0,25,287,65.3,11,23,122,1,59,74,73.6,86,,79.3,53.4,75.7,65.1,41,0,105,12,149,176,0,0,16,111,5,426,287,2.9,4.3,0.7,40
Cade Klubnik,156253,QB,CLEMSON,14,99,15,2,17.9,105,1,346,0,0,6,115,13.3,19,33,140,9,26,52.2,89.2,89.8,87.7,62.2,51.6,67.1,60.1,55,2,0,0,2,356,242,27,0,72,7,588,290,2.93,5.9,0,13
Aidan Laughery,158212,HB,ILLINOIS,12,98,17,8,43.3,256,0,591,1,0,17,363,58.8,16,20,187,0,34,87.2,76.6,83.1,,42,58.9,78.9,57.7,64,0,32,9,69,110,0,0,11,107,4,591,363,3.7,6,0.46,60
D.J. McKinney,175620,HB,SM HOUSTON,12,97,12,5,29.1,141,0,484,0,2,12,223,29.5,9,23,281,1,31,73.1,67.3,82.9,,47.2,65.1,69.4,46.3,59,0,99,12,89,158,0,0,16,109,3,484,223,2.3,5,1.11,64
Shane Porter,144592,HB,N TEXAS,12,97,26,11,56.1,361,0,644,1,7,26,327,98.4,20,29,251,1,31,73.7,77.7,83.9,,61.9,56,83.2,72.7,79,0,91,16,160,114,0,0,18,113,5,644,327,3.37,6.6,0.57,66
Brayden Schager,146078,QB,HAWAII,11,96,17,4,19.8,104,1,228,0,0,7,194,70.1,18,39,180,4,11,65.6,74.9,60.9,69.7,,,75.3,60,46,5,0,0,0,195,296,52,0,44,6,524,357,3.72,5.5,,4
JC French IV,162521,QB,GA SOUTHRN,13,96,8,0,0,0,0,158,0,0,0,82,0,13,35,174,11,22,26.2,69,89.6,67.7,86.8,44.8,62.5,60.1,19,2,0,0,2,344,221,42,0,54,2,379,215,2.24,3.9,0,9
Caden Veltkamp,156642,QB,W KENTUCKY,13,96,1,2,14,38,0,156,0,0,0,70,0,8,31,346,15,35,45.6,78.9,89.3,79,,37.8,62.3,60.1,21,0,0,0,5,346,116,20,0,76,7,272,99,1.03,2.8,0,4
Will Howard,122599,QB,OHIO STATE,16,96,9,1,5.5,18,0,229,0,0,6,106,9.6,13,35,260,8,32,50.6,86.4,89.7,85.7,62.2,,64.3,60,19,1,0,1,0,432,99,15,1,82,7,328,146,1.52,3.4,,18
Jordan Waters,97754,HB,NC STATE,12,95,15,4,38.8,182,0,469,1,2,15,394,64.1,12,23,248,1,25,73.5,73.3,84.3,,64.4,72.5,73.8,36.8,94,1,167,15,110,118,0,0,19,110,4,469,394,4.15,4.9,1.52,69
Lincoln Pare,121537,HB,TEXAS ST,11,95,18,10,58.8,326,1,554,0,8,18,340,87,13,33,314,0,52,87.1,80.3,24.8,,37.2,75.5,80.1,64.8,73,2,134,12,80,120,0,0,12,107,8,554,340,3.58,5.8,1.68,43
Jalon Daniels,122555,QB,KANSAS,12,95,27,3,17.6,86,0,303,0,0,20,169,63.4,19,28,198,8,16,58.7,77.6,70.5,72.6,,,73.6,60.6,33,4,0,0,0,403,187,22,0,73,6,490,280,2.95,5.2,,27
Ja'Kobi Jackson,174248,HB,FLORIDA,13,95,23,4,14.2,72,0,506,0,2,23,329,84.9,13,30,163,1,32,72.6,77.3,84.4,,73.2,64.2,77.2,59.9,20,0,76,7,88,109,0,0,9,102,7,506,329,3.46,5.3,0.86,63
Re'Shaun Sanford II,173055,HB,HOUSTON,12,95,31,8,39.4,175,0,444,1,5,31,324,108.7,14,18,182,3,19,46.3,65.1,84.3,,47.8,56.9,70,38.3,38,0,149,18,103,159,0,0,19,113,1,444,324,3.41,4.7,1.45,76
