,Player,Tm,Season,Age,PosRank,PPR/G_prev,PPR/G_prev2,prev_team,avg_depth_of_target,caught_percent,grades_offense,grades_pass_route,route_rate,slot_rate,wide_rate,inline_rate,yprr,man_grades_pass_route,zone_grades_pass_route,grades_pass,team_name_copy,pbe,Improvement,PPR/G,Pass Plays/G,Receptions/G,Routes/G,Targets/G,TD/G,YDS/G,YAC/G,RZ Targets/G,P_Att/G,P_Cmp/G,P_TD/G,P_Yds/G
381,Ryan Grant,WAS,2016-17,26,165,3.8625,0.8625,WAS,9.8,60.5,62.7,61.0,93.0,23.0,75.5,0.8,1.12,63.3,60.3,73.7,WAS,85.1,3.4782608695652173,1.0375,16.0625,1.4375,14.9375,2.375,0.125,16.75,5.875,0.375,34.6875,24.125,1.875,255.9375
386,Michael Campanaro,BAL,2016-17,25,168,4.05,5.8,BAL,3.3,83.3,69.6,61.8,91.4,68.6,31.4,0.0,1.09,65.4,59.5,64.3,BAL,85.1,-0.3017241379310345,2.4,8.75,1.25,8.0,1.5,0.0,8.75,6.75,0.5,42.25,26.625,1.3125,266.9375
391,Keenan Allen,LAC,2016-17,24,175,20.1875,12.521428571428572,LAC,8.0,77.9,79.2,78.8,93.3,17.8,81.9,0.3,2.16,69.1,80.7,70.6,LAC,77.0,0.6122361665715914,12.3,44.875,8.375,41.875,10.75,0.5,90.625,31.125,0.75,41.6875,27.625,1.875,286.9375
395,Dwayne Harris,NYG,2016-17,29,178,7.52,0.95625,NYG,8.6,67.9,61.0,59.5,92.2,77.0,23.0,0.0,0.99,56.4,61.3,65.2,NYG,82.7,6.864052287581699,0.39375,29.0,2.4,26.733333333333334,3.533333333333333,0.26666666666666666,26.4,9.466666666666667,0.5333333333333333,38.9375,24.5,2.25,271.4375
406,Percy Harvin,BUF,2016-17,28,194,9.98,9.961538461538462,BUF,12.0,65.5,67.5,64.3,92.2,16.9,81.8,0.0,1.54,63.7,67.8,73.8,BUF,85.8,0.0018532818532818822,1.85,30.8,3.8,28.4,5.8,0.2,43.6,18.4,0.6,29.0625,18.4375,1.4375,208.9375
411,Devin Street,IND,2016-17,25,191,1.4933333333333332,0.2375,DAL,15.5,53.8,57.8,57.8,90.5,6.6,93.4,0.0,0.92,50.0,67.2,47.9,IND,82.8,5.287719298245613,0.6,9.133333333333333,0.4666666666666667,8.266666666666667,0.8666666666666667,0.06666666666666667,7.6,0.9333333333333333,0.06666666666666667,38.6875,22.1875,1.625,231.5
414,Griff Whalen,LAC,2016-17,26,189,2.9642857142857144,0.22999999999999998,IND,8.8,76.0,70.3,69.7,93.3,87.5,11.7,0.0,1.83,73.6,65.4,70.6,LAC,77.0,11.888198757763977,0.525,10.0,1.5833333333333333,9.333333333333334,2.0833333333333335,0.08333333333333333,17.083333333333332,4.5,0.4166666666666667,41.6875,27.625,1.875,286.9375
444,DeAndre Hopkins,HOU,2017-18,25,1,12.3375,20.69375,HOU,12.3,56.5,77.5,76.2,94.0,19.6,80.3,0.0,1.55,80.2,69.1,62.2,HOU,81.3,-0.40380549682875266,20.653333333333332,40.875,4.875,38.4375,8.625,0.25,59.625,15.625,0.5625,36.4375,21.6875,0.9375,198.5
445,Antonio Brown,PIT,2017-18,29,2,20.486666666666668,24.2625,PIT,11.1,70.2,88.5,89.5,93.1,13.4,86.1,0.2,2.26,75.7,90.4,76.4,PIT,87.9,-0.15562424866907085,22.164285714285715,40.666666666666664,7.066666666666666,37.86666666666667,10.066666666666666,0.8,85.6,27.266666666666666,1.0,37.25,23.8125,2.0625,262.625
448,Julio Jones,ATL,2017-18,28,6,18.564285714285713,23.44375,ATL,14.4,66.4,91.9,91.8,94.2,26.7,73.1,0.0,3.12,91.3,91.0,90.3,ATL,85.9,-0.20813497353086804,15.74375,34.285714285714285,5.928571428571429,32.285714285714285,8.928571428571429,0.42857142857142855,100.64285714285714,29.642857142857142,0.6428571428571429,33.5625,23.375,2.375,295.3125
449,Marvin Jones Jr.,DET,2017-18,27,5,11.486666666666668,10.86875,DET,14.3,54.5,71.8,70.6,93.4,9.3,90.7,0.0,1.6,66.9,73.6,78.8,DET,84.4,0.056852597278129295,14.06875,41.4,3.6666666666666665,38.666666666666664,6.733333333333333,0.26666666666666666,62.0,15.933333333333334,1.0,37.125,24.25,1.5,256.9375
450,Brandin Cooks,NE,2017-18,24,7,15.39375,15.85,NO,13.3,69.0,73.0,72.7,94.9,37.0,62.4,0.2,1.92,67.2,74.0,94.5,NE,86.4,-0.02878548895899047,13.825,40.25,4.875,38.1875,7.0625,0.5,73.3125,22.9375,0.6875,34.375,23.0,2.0,269.25
452,A.J. Green,CIN,2017-18,29,10,18.64,17.10625,CIN,13.1,69.5,90.0,90.1,93.4,21.1,78.4,0.6,2.86,81.0,88.6,69.6,CIN,85.8,0.08966021191085137,14.175,36.1,6.6,33.7,9.5,0.4,96.4,26.9,0.9,35.1875,22.75,1.125,246.375
453,Larry Fitzgerald,ARI,2017-18,34,9,15.2375,17.53125,ARI,8.0,72.8,83.3,80.2,91.7,62.9,36.1,0.7,1.59,76.2,77.6,74.6,ARI,80.8,-0.13083778966131904,16.3375,43.9375,6.6875,40.3125,9.1875,0.375,63.9375,22.75,1.25,40.375,23.9375,1.75,258.5
454,Adam Thielen,MIN,2017-18,27,11,12.2,2.20625,MIN,11.2,78.4,79.9,77.5,94.7,29.1,69.6,1.1,1.94,89.0,68.2,75.8,MIN,82.2,4.529745042492918,14.98125,32.875,4.3125,31.125,5.5,0.3125,60.4375,19.0625,0.625,36.75,25.875,1.25,239.75
455,Davante Adams,GB,2017-18,25,12,15.41875,8.176923076923076,GB,11.9,63.6,70.2,69.8,94.3,19.8,77.3,0.1,1.58,80.6,61.2,89.5,GB,89.2,0.8856420507996238,15.892857142857142,41.9375,4.6875,39.5625,7.375,0.75,62.3125,25.4375,1.25,38.75,25.1875,2.5,262.4375
456,Doug Baldwin,SEA,2017-18,29,13,15.85,16.80625,SEA,8.8,80.3,82.8,81.1,93.2,73.1,21.6,4.6,1.92,90.1,68.1,81.1,SEA,79.9,-0.0568984752696169,13.95625,39.4375,5.875,36.75,7.3125,0.4375,70.5,29.9375,0.9375,35.4375,23.0,1.4375,257.75
457,Jarvis Landry,MIA,2017-18,25,14,14.45625,17.2125,MIA,6.7,77.0,83.4,85.3,95.6,72.5,27.1,0.2,2.25,84.6,78.8,63.7,MIA,81.9,-0.16013071895424827,16.25,33.0,5.875,31.5625,7.625,0.25,71.0,39.375,0.5625,29.8125,19.75,1.6875,218.75
459,Alshon Jeffery,PHI,2017-18,27,16,12.174999999999999,17.633333333333333,CHI,14.5,56.5,74.5,73.8,95.0,17.5,82.5,0.0,1.87,70.5,74.6,68.3,PHI,87.6,-0.309546313799622,12.24375,38.5,4.333333333333333,36.583333333333336,7.666666666666667,0.16666666666666666,68.41666666666667,16.0,1.0,38.0625,23.75,1.0,224.0625
461,Stefon Diggs,MIN,2017-18,24,18,14.86923076923077,11.484615384615385,MIN,8.7,77.1,79.1,78.9,95.2,62.9,36.1,1.0,1.91,82.8,74.2,75.8,MIN,82.2,0.29470864032150035,14.157142857142857,38.30769230769231,6.461538461538462,36.46153846153846,8.384615384615385,0.23076923076923078,69.46153846153847,23.846153846153847,0.9230769230769231,36.75,25.875,1.25,239.75
462,Golden Tate,DET,2017-18,29,19,13.94375,13.0875,DET,8.4,69.5,71.6,72.3,94.2,26.7,72.8,0.2,1.78,65.6,76.1,78.8,DET,84.4,0.06542502387774589,14.03125,40.1875,5.6875,37.875,8.1875,0.25,67.3125,38.9375,1.0625,37.125,24.25,1.5,256.9375
463,Mike Evans,TB,2017-18,24,20,19.00625,14.04,TB,15.5,57.1,91.7,91.5,91.9,19.5,80.5,0.0,2.28,89.4,88.5,72.3,TB,83.4,0.35372150997151014,13.54,39.375,6.0,36.1875,10.5,0.75,82.5625,11.75,1.0625,36.125,22.1875,1.8125,245.375
464,Nelson Agholor,PHI,2017-18,24,22,5.86,4.253846153846154,PHI,11.1,58.1,52.6,52.4,94.0,22.1,77.5,0.4,0.69,56.9,52.3,68.3,PHI,87.6,0.37757685352622067,12.09375,37.666666666666664,2.4,35.4,4.133333333333334,0.13333333333333333,24.333333333333332,7.266666666666667,0.9333333333333333,38.0625,23.75,1.0,224.0625
465,Devin Funchess,CAR,2017-18,23,21,5.739999999999999,6.64375,CAR,14.1,42.6,64.4,65.8,91.8,25.8,73.5,0.7,1.39,69.2,62.6,69.4,CAR,82.7,-0.13603010348071504,12.1875,19.4,1.5333333333333334,17.8,3.6,0.26666666666666666,24.733333333333334,7.2,0.8666666666666667,35.1875,19.125,1.3125,230.3125
466,Demaryius Thomas,DEN,2017-18,30,23,14.14375,16.7125,DEN,10.8,63.8,80.4,78.6,93.1,20.7,79.0,0.3,1.97,80.3,76.6,56.3,DEN,81.6,-0.15370231862378447,12.86875,36.875,5.625,34.3125,8.8125,0.3125,67.6875,20.625,1.125,35.625,21.1875,1.25,230.3125
468,Kenny Stills,MIA,2017-18,25,26,10.5375,5.5625,MIA,15.4,56.0,67.7,69.2,96.3,39.8,60.2,0.0,1.53,63.8,72.4,63.7,MIA,81.9,0.89438202247191,10.91875,30.8125,2.625,29.6875,4.6875,0.5625,45.375,11.6875,0.375,29.8125,19.75,1.6875,218.75
469,Dez Bryant,DAL,2017-18,29,25,13.846153846153847,9.899999999999999,DAL,15.2,56.2,80.4,79.8,94.3,22.2,77.8,0.0,1.93,79.7,77.5,79.7,DAL,86.5,0.39860139860139887,11.65,33.61538461538461,3.8461538461538463,31.692307692307693,6.846153846153846,0.6153846153846154,61.23076923076923,11.076923076923077,0.9230769230769231,30.1875,20.3125,1.5625,226.9375
471,Michael Crabtree,LV,2017-18,30,28,14.95625,14.45,LV,11.2,62.7,79.2,79.4,91.8,28.9,70.9,0.2,1.86,75.2,80.3,87.2,LV,89.4,0.03503460207612467,12.271428571428572,36.75,5.5625,33.75,8.875,0.5,62.6875,17.0625,1.3125,37.25,23.6875,1.8125,253.1875
472,Marquise Goodwin,SF,2017-18,27,29,6.006666666666666,2.2,BUF,15.9,46.0,62.3,62.3,94.2,13.5,86.5,0.0,1.11,57.6,64.2,79.0,SF,79.7,1.7303030303030298,10.5375,27.6,1.9333333333333333,26.0,4.2,0.2,28.733333333333334,6.333333333333333,0.26666666666666666,30.6875,17.9375,1.3125,181.9375
473,Jermaine Kearse,NYJ,2017-18,27,30,6.125,9.21875,SEA,13.1,53.9,55.7,56.1,93.6,28.1,71.9,0.0,0.95,48.2,63.5,57.4,NYJ,84.7,-0.33559322033898303,11.0,36.0,2.5625,33.6875,4.75,0.0625,31.875,8.625,0.875,34.375,19.4375,1.0,216.625
474,Amari Cooper,LV,2017-18,23,31,14.51875,13.29375,LV,9.9,65.4,79.0,79.7,92.4,15.7,82.9,0.0,1.95,86.7,72.9,87.2,LV,89.4,0.0921485660554773,11.314285714285715,40.125,5.1875,37.0625,7.9375,0.3125,72.125,28.0,0.8125,37.25,23.6875,1.8125,253.1875
476,Mohamed Sanu,ATL,2017-18,28,32,9.92,5.71875,ATL,8.3,75.6,74.6,72.7,93.0,59.1,38.8,1.7,1.45,71.9,68.7,90.3,ATL,85.9,0.7346448087431694,11.620000000000001,32.266666666666666,3.933333333333333,30.0,5.2,0.26666666666666666,43.53333333333333,19.933333333333334,0.8666666666666667,33.5625,23.375,2.375,295.3125
477,Sammy Watkins,LAR,2017-18,24,33,10.375,16.83076923076923,BUF,14.6,56.0,73.7,73.0,94.5,19.6,80.0,0.4,1.94,61.2,75.6,42.9,LAR,81.7,-0.3835694698354662,9.753333333333334,29.375,3.5,27.75,6.25,0.25,53.75,6.0,0.5,33.5,19.5,0.875,184.4375
478,Robert Woods,LAR,2017-18,25,34,9.146153846153847,8.442857142857143,BUF,11.3,71.8,71.4,71.5,92.9,50.5,48.4,0.8,1.73,77.8,65.7,42.9,LAR,81.7,0.08330079396069257,13.608333333333334,29.384615384615383,3.923076923076923,27.307692307692307,5.461538461538462,0.07692307692307693,47.15384615384615,9.76923076923077,0.6153846153846154,33.5,19.5,0.875,184.4375
479,Paul Richardson Jr.,SEA,2017-18,25,36,3.753333333333333,5.0,SEA,13.4,65.6,70.5,70.5,95.3,14.9,84.7,0.5,1.4,66.5,70.3,81.1,SEA,79.9,-0.2493333333333334,9.39375,14.333333333333334,1.4,13.666666666666666,2.1333333333333333,0.06666666666666667,19.2,6.333333333333333,0.26666666666666666,35.4375,23.0,1.4375,257.75
481,Mike Wallace,BAL,2017-18,31,38,12.675,6.18125,BAL,12.3,66.1,70.2,70.9,94.7,19.3,80.3,0.3,1.74,72.1,66.9,65.5,BAL,86.3,1.050556117290192,10.08,38.625,4.5,36.5625,6.8125,0.25,63.5625,26.0,0.5625,42.4375,27.4375,1.25,256.25
482,Travis Benjamin,LAC,2017-18,28,39,9.457142857142857,12.3625,LAC,13.3,66.2,67.2,67.3,95.9,33.1,66.2,0.0,1.71,68.9,58.5,69.4,LAC,78.7,-0.2350137223746931,8.14375,29.571428571428573,3.357142857142857,28.357142857142858,5.071428571428571,0.2857142857142857,48.357142857142854,17.857142857142858,0.5,36.25,21.8125,2.0625,262.375
483,Tyrell Williams,LAC,2017-18,25,40,13.55625,2.4285714285714284,LAC,12.2,62.2,75.6,75.8,94.7,23.4,76.5,0.2,1.87,74.5,73.6,69.4,LAC,78.7,4.581985294117647,8.6125,37.4375,4.3125,35.4375,6.9375,0.4375,66.1875,28.0625,1.0,36.25,21.8125,2.0625,262.375
484,Jamison Crowder,WAS,2017-18,24,41,12.34375,8.35,WAS,8.2,72.8,67.0,66.1,95.3,75.4,23.7,0.9,1.62,68.1,65.1,80.0,WAS,86.5,0.47829341317365276,10.686666666666667,34.3125,4.1875,32.6875,5.75,0.4375,52.9375,23.9375,1.0,37.9375,25.4375,1.5625,297.375
485,Randall Cobb,GB,2017-18,27,42,11.407692307692308,13.05625,GB,7.1,75.0,69.9,70.9,92.2,77.7,16.5,0.4,1.33,62.7,76.1,89.5,GB,89.2,-0.12626578782634312,10.626666666666667,38.23076923076923,4.615384615384615,35.23076923076923,6.153846153846154,0.3076923076923077,46.92307692307692,27.923076923076923,1.0,38.75,25.1875,2.5,262.4375
486,Marqise Lee,JAX,2017-18,26,43,11.15,4.39,JAX,11.7,62.4,71.9,70.8,93.5,10.0,89.8,0.2,1.55,73.7,66.0,55.4,JAX,86.1,1.5398633257403191,10.564285714285715,36.75,3.9375,34.375,6.3125,0.1875,53.1875,21.9375,0.5,39.125,23.0625,1.5,233.0
488,DeSean Jackson,TB,2017-18,31,45,12.033333333333333,11.644444444444444,WAS,16.9,62.9,73.0,72.0,94.8,30.6,69.4,0.0,2.04,69.0,73.1,72.3,TB,83.4,0.03339694656488553,9.9,34.666666666666664,3.7333333333333334,32.86666666666667,5.933333333333334,0.26666666666666666,67.0,18.466666666666665,0.7333333333333333,36.125,22.1875,1.8125,245.375
495,Ryan Grant,WAS,2017-18,27,52,1.0375,3.8625,WAS,11.3,50.0,54.3,54.2,93.8,29.7,68.8,1.6,0.63,45.5,60.3,80.0,WAS,86.5,-0.7313915857605178,7.89375,8.533333333333333,0.6,8.0,1.2,0.0,5.066666666666666,1.7333333333333334,0.26666666666666666,37.9375,25.4375,1.5625,297.375
496,Tyler Lockett,SEA,2017-18,25,53,8.273333333333333,10.3375,SEA,11.3,66.1,68.9,65.1,93.6,31.1,68.2,0.5,1.52,58.6,68.5,81.1,SEA,79.9,-0.19967754937525192,7.76875,28.066666666666666,2.7333333333333334,26.266666666666666,4.133333333333334,0.06666666666666667,39.8,14.866666666666667,0.3333333333333333,35.4375,23.0,1.4375,257.75
497,Danny Amendola,NE,2017-18,32,54,5.7749999999999995,10.592857142857143,NE,10.0,82.1,65.3,65.1,92.3,90.0,9.1,0.5,1.26,55.6,66.8,94.5,NE,86.4,-0.45482130815913696,9.26,17.416666666666668,1.9166666666666667,16.083333333333332,2.3333333333333335,0.3333333333333333,20.25,5.833333333333333,0.5833333333333334,34.375,23.0,2.0,269.25
498,Chris Hogan,NE,2017-18,30,55,8.593333333333334,5.85,NE,14.0,70.4,61.8,61.3,92.5,37.9,61.7,0.0,1.48,59.2,61.8,94.5,NE,86.4,0.4689458689458691,12.177777777777777,33.06666666666667,2.533333333333333,30.6,3.6,0.26666666666666666,45.333333333333336,15.533333333333333,0.6666666666666666,34.375,23.0,2.0,269.25
499,Albert Wilson,KC,2017-18,25,56,5.11875,6.764285714285714,KC,7.5,62.0,54.1,54.6,95.0,78.8,20.3,0.6,0.86,50.6,60.0,76.2,KC,87.9,-0.24326821541710658,8.923076923076923,21.25,1.9375,20.1875,3.125,0.125,17.4375,10.25,0.4375,34.125,22.8125,1.1875,233.75
500,Brandon LaFell,CIN,2017-18,31,58,11.625,8.127272727272727,CIN,10.3,63.4,69.5,69.1,95.0,15.1,84.0,0.6,1.42,73.5,62.7,69.6,CIN,85.8,0.4303691275167786,7.8,39.8125,4.0,37.8125,6.3125,0.375,53.875,21.6875,1.0625,35.1875,22.75,1.125,246.375
501,DeVante Parker,MIA,2017-18,24,57,10.293333333333333,6.671428571428572,MIA,12.0,68.3,76.1,76.2,94.9,20.7,79.3,0.0,1.72,76.6,73.6,63.7,MIA,81.9,0.5428979300499642,10.0,30.333333333333332,3.7333333333333334,28.8,5.466666666666667,0.26666666666666666,49.6,16.266666666666666,0.5333333333333333,29.8125,19.75,1.6875,218.75
503,Adam Humphries,TB,2017-18,24,60,8.866666666666667,4.538461538461538,TB,5.8,71.4,66.0,65.8,91.7,75.8,22.3,1.5,1.41,57.2,68.6,72.3,TB,83.4,0.9536723163841809,8.04375,32.0,3.6666666666666665,29.333333333333332,5.133333333333334,0.13333333333333333,41.46666666666667,26.2,0.6666666666666666,36.125,22.1875,1.8125,245.375
504,Emmanuel Sanders,DEN,2017-18,30,61,13.2875,14.96,DEN,13.0,60.3,81.5,81.4,93.7,23.5,76.5,0.0,1.91,83.9,76.4,56.3,DEN,81.6,-0.11179812834224606,9.541666666666666,35.9375,4.9375,33.6875,8.1875,0.3125,64.5,16.4375,1.125,35.625,21.1875,1.25,230.3125
507,Kendall Wright,CHI,2017-18,28,62,8.19090909090909,9.65,TEN,11.0,70.7,72.1,71.5,93.8,88.4,11.2,0.0,1.84,67.0,70.7,73.7,CHI,87.4,-0.15120113047574205,7.9,21.90909090909091,2.6363636363636362,20.545454545454547,3.727272727272727,0.2727272727272727,37.81818181818182,11.090909090909092,0.2727272727272727,34.9375,21.6875,1.1875,248.0625
508,J.J. Nelson,ARI,2017-18,25,65,9.273333333333333,4.627272727272727,ARI,17.7,50.7,69.5,67.2,91.8,25.3,74.7,0.0,1.7,64.3,66.1,74.6,ARI,80.8,1.004060248853962,5.84375,24.266666666666666,2.2666666666666666,22.266666666666666,4.466666666666667,0.4,37.86666666666667,11.533333333333333,0.6666666666666666,40.375,23.9375,1.75,258.5
510,Eric Decker,TEN,2017-18,30,67,13.466666666666667,16.846666666666668,NYJ,17.1,45.0,71.5,70.1,92.4,61.1,38.9,0.0,1.6,44.5,86.3,67.3,TEN,86.7,-0.20063316185199845,7.26875,43.666666666666664,3.0,40.333333333333336,6.666666666666667,0.6666666666666666,64.66666666666667,10.333333333333334,1.3333333333333333,31.5,19.1875,1.8125,221.3125
511,Jeremy Maclin,BAL,2017-18,29,68,9.125,16.21333333333333,KC,11.8,61.1,63.7,65.9,96.3,46.9,52.9,0.2,1.39,72.1,60.3,65.5,BAL,86.3,-0.4371916118421052,8.5,33.416666666666664,3.6666666666666665,32.166666666666664,6.0,0.16666666666666666,44.666666666666664,11.166666666666666,0.75,42.4375,27.4375,1.25,256.25
512,Allen Hurns,JAX,2017-18,26,69,9.154545454545454,15.006666666666666,JAX,10.9,52.2,57.1,56.9,92.3,69.7,28.6,1.5,1.14,51.4,61.9,55.4,JAX,86.1,-0.3899680949880861,9.940000000000001,41.36363636363637,3.1818181818181817,38.18181818181818,6.090909090909091,0.2727272727272727,43.36363636363637,18.636363636363637,1.0909090909090908,39.125,23.0625,1.5,233.0
514,Terrance Williams,DAL,2017-18,28,71,7.8375,9.625,DAL,12.2,72.1,71.7,70.3,94.5,13.0,86.0,0.8,1.33,68.3,67.0,79.7,DAL,86.5,-0.18571428571428567,6.95625,29.4375,2.75,27.8125,3.8125,0.25,37.125,10.25,0.25,30.1875,20.3125,1.5625,226.9375
515,Cole Beasley,DAL,2017-18,28,72,11.8125,8.225,DAL,6.5,81.5,87.2,87.5,94.6,85.7,13.4,0.5,2.07,91.7,70.1,79.7,DAL,86.5,0.4361702127659575,6.093333333333334,26.625,4.6875,25.1875,5.75,0.3125,52.0625,23.875,0.5,30.1875,20.3125,1.5625,226.9375
516,Cordarrelle Patterson,LV,2017-18,26,73,7.475,0.90625,MIN,4.8,81.3,64.5,64.0,93.3,25.1,74.4,0.3,1.26,62.7,66.0,87.2,LV,89.4,7.248275862068965,5.375,24.125,3.25,22.5,4.0,0.125,28.3125,20.4375,0.5,37.25,23.6875,1.8125,253.1875
517,Torrey Smith,PHI,2017-18,28,74,5.391666666666667,7.83125,SF,14.2,44.4,53.9,52.2,96.1,17.6,82.4,0.0,0.73,48.1,58.1,68.3,PHI,87.6,-0.3115190210162277,5.66875,31.666666666666668,1.6666666666666667,30.416666666666668,3.75,0.25,22.25,5.166666666666667,0.4166666666666667,38.0625,23.75,1.0,224.0625
519,Bennie Fowler,DEN,2017-18,26,76,2.8846153846153846,2.26875,DEN,11.5,52.4,53.2,53.4,96.2,61.6,38.4,0.0,0.95,57.4,53.8,56.3,DEN,81.6,0.27145581691036247,5.125,12.23076923076923,0.8461538461538461,11.76923076923077,1.6153846153846154,0.15384615384615385,11.153846153846153,5.153846153846154,0.23076923076923078,35.625,21.1875,1.25,230.3125
522,Brice Butler,DAL,2017-18,27,81,3.49375,5.3999999999999995,DAL,15.6,53.3,61.1,63.2,95.3,29.4,70.6,0.0,0.98,67.0,58.9,79.7,DAL,86.5,-0.3530092592592592,4.976923076923077,14.6875,1.0,14.0,1.875,0.1875,13.6875,1.1875,0.375,30.1875,20.3125,1.5625,226.9375
523,Brandon Coleman,NO,2017-18,25,79,4.50625,5.4625,NO,11.6,68.4,69.4,66.9,97.0,48.7,50.3,1.0,1.46,78.3,58.9,82.5,NO,88.2,-0.1750572082379864,4.5875,12.4375,1.625,12.0625,2.375,0.1875,17.5625,4.25,0.5625,42.125,29.5,2.375,317.125
524,Pierre Garcon,SF,2017-18,31,80,12.56875,11.60625,WAS,10.4,71.8,85.5,84.2,94.8,18.4,81.6,0.0,1.96,89.8,79.0,79.0,SF,79.7,0.08292945611200865,11.25,35.0625,4.9375,33.25,6.875,0.1875,65.0625,22.125,0.8125,30.6875,17.9375,1.3125,181.9375
525,Odell Beckham Jr.,NYG,2017-18,25,82,18.5375,21.28666666666667,NYG,11.3,62.7,87.0,87.5,94.5,15.1,84.4,0.0,2.27,90.0,80.2,62.4,NYG,85.3,-0.12914970247416224,18.5,39.75,6.3125,37.5625,10.0625,0.625,85.4375,33.25,1.3125,37.375,23.5625,1.625,242.4375
526,John Brown,ARI,2017-18,27,83,6.913333333333333,13.833333333333334,ARI,14.6,59.1,71.4,70.2,92.5,45.5,54.5,0.0,1.31,74.5,66.3,74.6,ARI,80.8,-0.5002409638554217,6.99,28.4,2.6,26.266666666666666,4.4,0.13333333333333333,34.46666666666667,7.4,0.4,40.375,23.9375,1.75,258.5
527,Taylor Gabriel,ATL,2017-18,26,84,10.76923076923077,4.007692307692308,ATL,11.5,76.1,85.8,84.2,93.3,19.8,80.2,0.0,2.45,82.3,80.0,90.3,ATL,85.9,1.687140115163148,5.10625,19.46153846153846,2.6923076923076925,18.153846153846153,3.5384615384615383,0.46153846153846156,44.53846153846154,21.692307692307693,0.46153846153846156,33.5625,23.375,2.375,295.3125
528,T.J. Jones,DET,2017-18,25,85,4.766666666666667,2.69,DET,12.5,38.5,59.9,59.5,94.7,21.1,78.9,0.0,2.58,61.1,65.0,78.8,DET,84.4,0.7719950433705081,5.564285714285715,12.666666666666666,1.6666666666666667,12.0,4.333333333333333,0.0,31.0,9.333333333333334,0.6666666666666666,37.125,24.25,1.5,256.9375
530,Seth Roberts,LV,2017-18,26,87,6.98125,7.0,LV,9.4,50.7,58.6,55.3,91.5,79.4,15.9,4.6,0.8,53.5,56.9,87.2,LV,89.4,-0.002678571428571403,6.033333333333333,33.75,2.375,30.875,4.6875,0.3125,24.8125,12.875,1.25,37.25,23.6875,1.8125,253.1875
532,Josh Bellamy,CHI,2017-18,28,89,3.55625,3.3375,CHI,15.7,50.0,70.8,67.9,93.5,23.9,75.5,0.5,1.64,68.0,65.4,73.7,CHI,87.4,0.0655430711610487,4.546666666666667,15.333333333333334,1.5833333333333333,14.333333333333334,3.1666666666666665,0.08333333333333333,23.5,4.166666666666667,0.25,34.9375,21.6875,1.1875,248.0625
535,Cody Latimer,DEN,2017-18,25,91,1.3,1.2857142857142858,DEN,13.1,57.1,60.5,58.4,94.0,36.1,62.4,0.8,0.61,64.9,55.1,56.3,DEN,81.6,0.011111111111111072,5.609090909090909,12.090909090909092,0.7272727272727273,11.363636363636363,1.2727272727272727,0.0,6.909090909090909,2.090909090909091,0.09090909090909091,35.625,21.1875,1.25,230.3125
539,Justin Hardy,ATL,2017-18,26,96,4.08125,4.488888888888889,ATL,9.8,70.0,75.5,73.6,92.4,24.4,75.1,0.5,1.12,73.5,73.5,90.3,ATL,85.9,-0.09081064356435649,3.75625,13.133333333333333,1.4,12.133333333333333,2.0,0.26666666666666666,13.533333333333333,3.4,0.6666666666666666,33.5625,23.375,2.375,295.3125
552,Jordan Matthews,BUF,2017-18,25,108,12.242857142857144,14.41875,PHI,10.4,67.0,67.7,69.6,93.9,66.3,32.6,1.1,1.64,65.1,72.1,74.8,BUF,83.2,-0.15090717691497915,5.720000000000001,37.285714285714285,5.214285714285714,35.0,7.785714285714286,0.21428571428571427,57.42857142857143,16.928571428571427,0.8571428571428571,29.625,17.875,1.0625,189.75
553,Jarius Wright,MIN,2017-18,28,109,2.9625,4.94375,MIN,4.4,78.6,61.1,60.8,96.0,60.0,36.0,2.7,0.93,71.5,54.1,75.8,MIN,82.2,-0.40075853350189633,3.1125,9.375,1.375,9.0,1.75,0.125,8.375,4.875,0.25,36.75,25.875,1.25,239.75
554,Tavon Austin,LAR,2017-18,27,113,9.786666666666667,12.41875,LAR,7.4,57.4,61.3,58.3,93.1,55.1,38.5,3.6,1.08,57.8,58.3,42.9,LAR,81.7,-0.21194430464687125,2.66875,33.733333333333334,3.8666666666666667,31.4,6.733333333333333,0.2,33.93333333333333,18.2,0.6,33.5,19.5,0.875,184.4375
556,Andre Holmes,BUF,2017-18,29,111,2.7875,3.63125,LV,10.3,60.9,71.1,69.7,91.6,43.5,53.4,3.1,1.05,65.4,68.4,74.8,BUF,83.2,-0.23235800344234078,3.0714285714285716,8.1875,0.875,7.5,1.4375,0.1875,7.875,1.8125,0.5,29.625,17.875,1.0625,189.75
557,Terrelle Pryor Sr.,WAS,2017-18,28,112,13.3375,1.7,CLE,14.4,58.3,74.7,79.6,92.5,14.8,83.4,0.0,1.7,89.7,69.4,80.0,WAS,86.5,6.845588235294119,5.555555555555555,40.0,4.8125,37.0,8.25,0.25,62.9375,13.3125,0.8125,37.9375,25.4375,1.5625,297.375
559,Russell Shepard,CAR,2017-18,27,116,5.0,0.9076923076923078,TB,14.8,59.0,78.4,75.5,94.2,24.5,72.2,2.9,1.5,81.3,67.2,69.4,CAR,82.7,4.508474576271186,3.006666666666667,17.214285714285715,1.6428571428571428,16.214285714285715,2.7857142857142856,0.14285714285714285,24.357142857142858,5.642857142857143,0.5,35.1875,19.125,1.3125,230.3125
